gene_symbol,wilcoxon_score,log2fc,pval,pval_adj
GPX8,13.345533,1.2048236,1.2576637580273993e-40,3.488257137819838e-39
NUP93,13.342354,1.0753094,1.3124856843647944e-40,3.636918625649435e-39
TMEM213,13.339877,4.96726,1.3568296013049442e-40,3.756295580595895e-39
RBFOX2,13.327045,0.8040168,1.6115460855181269e-40,4.4573116056474856e-39
APOL6,13.319791,0.9235322,1.7760365799148978e-40,4.898598852561193e-39
PML,13.315847,1.1040652,1.8723679173157e-40,5.1595102210887587e-39
NMI,13.30494,0.7512186,2.1666677821880184e-40,5.964956774795958e-39
ECHDC3,13.300007,0.90766495,2.3144740501078923e-40,6.365981214787971e-39
AKIRIN2,13.297042,0.59046525,2.4080913173877197e-40,6.617354818843722e-39
BLOC1S6,13.287242,0.585617,2.7451312008734024e-40,7.536563803838308e-39
LAMB1,13.278387,3.6202598,3.0897789317865897e-40,8.474944370738992e-39
LMAN1,13.270121,0.50572836,3.4502510573451578e-40,9.437563448762058e-39
KDELC2,13.254485,1.8928154,4.25025754793339e-40,1.1615156955211719e-38
IMPA2,13.243113,0.8380083,4.945589717414715e-40,1.3490570556687314e-38
SOCS1,13.238401,1.1393635,5.2657540966862045e-40,1.4350748538659112e-38
UVRAG,13.230386,0.6441482,5.8585972351461115e-40,1.5951801427893712e-38
TGFBR2,13.22544,3.0791366,6.257035235625551e-40,1.702108221965732e-38
NOP2,13.220509,0.9886329,6.681045628639642e-40,1.8157909476813752e-38
UBE2H,13.217621,0.50990546,6.942575078785727e-40,1.8851468933108312e-38
HORMAD1,13.217446,4.497159,6.9586339315720995e-40,1.8877834186809602e-38
VASN,13.214898,0.7821617,7.1983703425839114e-40,1.9510405232091835e-38
P3H2,13.186068,5.3949113,1.0554906182851223e-39,2.8555871295242533e-38
NUDT3,13.185669,0.5613788,1.0610866591539564e-39,2.868117239693144e-38
JAG1,13.169284,1.5695986,1.3184179782849678e-39,3.560447025281285e-38
TGFB1I1,13.159353,2.2014508,1.503667462345753e-39,4.053358536530034e-38
CHCHD3,13.149883,0.5977419,1.7043756228966856e-39,4.5902355430785464e-38
TERF2IP,13.1495075,0.57988226,1.7128661694957153e-39,4.6089275853046245e-38
AFG3L2,13.141031,0.6394637,1.9159742568469793e-39,5.141485792313288e-38
TARS,13.140193,0.61861825,1.9373218327045736e-39,5.194083864004065e-38
EIF4A3,13.133971,0.5669983,2.1033019042346902e-39,5.628935690243929e-38
ARNTL2,13.120434,2.998456,2.5149020955294785e-39,6.718381312343036e-38
DSC2,13.118923,0.8192124,2.5655354164389483e-39,6.847492328274619e-38
KDSR,13.100939,0.5641561,3.2521097961647584e-39,8.672195566759351e-38
DCTD,13.09577,0.61789125,3.481254184545881e-39,9.266618681208835e-38
XPO1,13.091059,0.5834415,3.7040637506271773e-39,9.850887969355802e-38
SLC7A6OS,13.085262,1.0992858,3.9978000518726726e-39,1.0613088298422337e-37
IGF2BP2,13.083991,4.5996666,4.0651995091145766e-39,1.0782388671231376e-37
PROS1,13.082146,6.893619,4.165129399267653e-39,1.1037592908059282e-37
ANXA4,13.075682,0.5551784,4.5348124754786924e-39,1.1995870047456225e-37
PITRM1,13.071042,1.0519656,4.820061119535616e-39,1.2739100201524664e-37
ARID5B,13.068082,0.59017396,5.0113045394470846e-39,1.323278133848847e-37
MYLK,13.0600815,2.906825,5.56681454097967e-39,1.4686610181628087e-37
ARSJ,13.058206,3.3086884,5.7057047222851754e-39,1.5039691357066056e-37
EED,13.050522,1.2794105,6.311379124146427e-39,1.6621455757151967e-37
AKR1C3,13.038904,2.5084622,7.350604369692923e-39,1.932409546632004e-37
MAFG,13.020704,1.1146084,9.33060962625146e-39,2.4486056135687084e-37
GJB3,13.014056,3.7106013,1.0179245831842831e-38,2.664256305617807e-37
NUDCD1,12.998436,0.97007054,1.2487169214367326e-38,3.262574712221298e-37
IARS,12.982621,0.61410856,1.535354914079845e-38,4.004448040380353e-37
OXCT1,12.981791,0.9743157,1.5521012416262403e-38,4.0445772320134095e-37
WBP5,12.9793825,0.6446728,1.6016727149661417e-38,4.170099372512109e-37
LINC01315,12.97802,0.98214084,1.6304150927757473e-38,4.241218893569667e-37
CCDC85B,12.972956,0.53122354,1.7418087144697974e-38,4.527027841549868e-37
FUCA2,12.971916,0.6623699,1.765615046683022e-38,4.584893640438977e-37
RELB,12.9637,0.6391411,1.9653310464992694e-38,5.099056544988026e-37
DDIT4,12.959496,0.50724447,2.076082166089211e-38,5.381704537430733e-37
ZFR,12.95467,0.5072918,2.2108587640893937e-38,5.726085682288322e-37
GTF2E2,12.94566,0.6755605,2.486196338089798e-38,6.433601020054305e-37
THUMPD2,12.945312,1.0843306,2.497476399112999e-38,6.457170936941461e-37
EBNA1BP2,12.939634,0.53145605,2.6890571997932435e-38,6.940428621653864e-37
ARL13B,12.93797,0.8564104,2.7479313348825877e-38,7.0862309089387675e-37
TYW3,12.928943,0.65089524,3.090412075241163e-38,7.955603656549395e-37
FTSJ2,12.926532,0.66205335,3.188817110492837e-38,8.201825185664665e-37
TFAM,12.922003,0.5687566,3.382233228940704e-38,8.684278117106559e-37
ZDHHC7,12.90561,1.0801343,4.184884778658488e-38,1.0735908466251323e-36
HPS1,12.895675,0.73695296,4.760803922514726e-38,1.2202843364493995e-36
RMDN1,12.881672,0.6352383,5.708538589388871e-38,1.4606882777822659e-36
PTPRZ1,12.878009,6.2465115,5.985991373488196e-38,1.5303652752186117e-36
FDX1,12.859812,0.54137003,7.576075796846849e-38,1.9335576108810933e-36
GALNS,12.858687,1.185072,7.687106999230008e-38,1.960212284803652e-36
MLLT10,12.856873,0.6518802,7.869691750135393e-38,2.0050517978301255e-36
SLC7A1,12.850073,0.9368918,8.592898140377403e-38,2.187436989793162e-36
PARVB,12.846364,1.047535,9.014861707048691e-38,2.2909306250912713e-36
DCAF13,12.845503,0.52955616,9.115775081370124e-38,2.3145972715147558e-36
FZD1,12.838003,1.7846239,1.0043165542499274e-37,2.5457241353378594e-36
PCDH9,12.831746,6.415831,1.088827911125749e-37,2.7575911653749484e-36
RRAGA,12.826498,0.5525766,1.1651264676896818e-37,2.948315341601473e-36
TNFRSF10B,12.824136,1.2038285,1.201178520813612e-37,3.036959265250946e-36
DPYSL2,12.803725,1.39527,1.5627039150799835e-37,3.93761656839603e-36
SUN1,12.799271,0.59935635,1.6549921674994456e-37,4.166628460309993e-36
CHST12,12.775146,0.6986399,2.257251094860134e-37,5.678075025674819e-36
UBQLN1,12.772556,0.50483537,2.333627734588928e-37,5.8652369765454426e-36
SMC6,12.768676,0.6779145,2.4529139740388647e-37,6.15983878294743e-36
BAX,12.761565,0.5283049,2.6874735932442986e-37,6.743177413327657e-36
TSKU,12.759576,0.5940831,2.7569693736355678e-37,6.911717570514868e-36
GYG1,12.755926,0.57246387,2.8892077258411532e-37,7.237136757576665e-36
PQLC2L,12.749288,3.3528318,3.1460623179119716e-37,7.867272573463134e-36
ACTA2,12.746047,2.4822104,3.279595488645923e-37,8.187423397473487e-36
CSRP2,12.738935,1.2827115,3.5926316898629917e-37,8.961385741165801e-36
POLR2J3,12.738665,0.6294682,3.6051290733157007e-37,8.985021184987069e-36
MRPL48,12.73514,0.5822194,3.7717052099433825e-37,9.392304104459514e-36
GOT2,12.73014,0.56185055,4.0211804398878565e-37,9.988450962337983e-36
MAP7D1,12.726114,0.7525402,4.233927582816416e-37,1.0508127614347287e-35
MYH9,12.712198,0.58093554,5.0591817087838626e-37,1.2524950020588725e-35
HOOK3,12.700419,0.54637975,5.881331825943746e-37,1.4548222893576158e-35
PPP1R12A,12.690916,0.5632413,6.6404392464688526e-37,1.6412317549065536e-35
RNF213,12.689308,0.5019914,6.778165240993834e-37,1.6711043707335795e-35
PGM2L1,12.688488,0.78956693,6.8495418594398524e-37,1.6873026355155354e-35
SPAG9,12.666561,0.5423967,9.059945036717391e-37,2.2299614716615743e-35
GABPB1,12.663236,0.54469675,9.452126614211248e-37,2.3245664236587512e-35
TNS3,12.660578,1.0397352,9.777728056386957e-37,2.402654448764904e-35
MT2A,12.656046,0.50368744,1.0358716674062055e-36,2.5412188355601244e-35
PDGFA,12.6159935,1.517922,1.723695646461973e-36,4.214691007915612e-35
TMEM45A,12.614212,0.6505789,1.763120769697721e-36,4.3075488780133387e-35
LIX1L,12.604926,2.1577468,1.9835937915811548e-36,4.834278213531351e-35
C3orf58,12.600705,1.4052086,2.09264093148004e-36,5.095863457468961e-35
KRT15,12.595974,0.8815564,2.2219948750245557e-36,5.40642991973037e-35
FRMD3,12.576407,3.8873768,2.8468592955150696e-36,6.92115023986505e-35
PPP1R14B,12.563775,0.512994,3.340093588425641e-36,8.100408047688384e-35
FOXC1,12.563608,4.113158,3.347116805118201e-36,8.11082509915073e-35
LGALS1,12.559519,0.884886,3.524699248593048e-36,8.534192407037224e-35
CMC2,12.556084,0.5234085,3.681082004781936e-36,8.905582689030213e-35
UTP11L,12.554619,0.57129407,3.74983276905985e-36,9.064534774183457e-35
MAD1L1,12.55344,0.86962533,3.806070418364317e-36,9.193005016184098e-35
PRRX1,12.551807,5.8919854,3.8854109812906525e-36,9.377023109311281e-35
TEX30,12.548937,0.70916647,4.0288493705232495e-36,9.715310489356674e-35
LINC00152,12.541506,0.70394033,4.425064789432951e-36,1.0662111133242297e-34
FANCL,12.536836,1.098828,4.6936527531077486e-36,1.1300111522927344e-34
MSANTD4,12.515745,1.8600471,6.123050903142575e-36,1.4693839588631008e-34
GNAI2,12.510993,0.6418212,6.500615910712056e-36,1.5587323618806578e-34
HIST1H4C,12.502558,0.55079484,7.2287070494711e-36,1.7305245306113062e-34
GNL1,12.490956,0.53683066,8.364256144679079e-36,1.99915135007832e-34
KCMF1,12.482273,0.6463142,9.328528065614146e-36,2.2278323291157063e-34
NR3C1,12.472951,1.1061532,1.0486969992681267e-35,2.500473767380851e-34
CLN6,12.4523535,0.66520345,1.357814757865312e-35,3.2245931466141626e-34
RECQL,12.450326,0.7604117,1.3927445425920366e-35,3.3049061041411833e-34
STMN1,12.450254,0.5094624,1.3939940624160522e-35,3.305233290097008e-34
EIF3J,12.440176,0.5595601,1.5815501141423132e-35,3.7439673203657163e-34
SNAI2,12.430846,6.5719533,1.777428544510208e-35,4.2043184497949095e-34
RHBDF2,12.407335,1.3181369,2.384584381111769e-35,5.627051381237795e-34
RNF216,12.403071,0.57186437,2.5149556545028277e-35,5.925291321341725e-34
GABPB1-AS1,12.392062,0.65684074,2.8852728632028564e-35,6.792384643041213e-34
FZD7,12.385183,3.63073,3.1436455328347375e-35,7.39477948004551e-34
TSPAN3,12.384642,0.67053586,3.164951345349753e-35,7.439011727374245e-34
PANX1,12.371268,1.2746637,3.738717447804761e-35,8.759912204537349e-34
TEAD1,12.36848,1.3200407,3.870800897751421e-35,9.05511590030236e-34
AC058791.1,12.364715,1.5704914,4.056515462519181e-35,9.482104893638586e-34
KIAA2026,12.360507,0.73167384,4.2745315324285756e-35,9.983868503825519e-34
EZH2,12.360333,1.1473463,4.283784463655924e-35,9.99762664504565e-34
LY6D,12.359712,2.0781748,4.3170130081393483e-35,1.006727433498096e-33
FADS1,12.351422,1.5362333,4.785773341040088e-35,1.1142944302987074e-33
TNFAIP2,12.349794,0.8980659,4.883624462074549e-35,1.1361878413995506e-33
HLA-DMB,12.3409605,2.8057868,5.450201905395709e-35,1.2670121442778e-33
LPIN1,12.34006,0.782913,5.511451790719136e-35,1.2802499694800944e-33
TNFRSF1A,12.336418,0.5325324,5.766476520620863e-35,1.3384437657113203e-33
PLOD2,12.333478,1.5519477,5.980807462264958e-35,1.3860276560835855e-33
UPF2,12.328269,0.59091294,6.380259845381609e-35,1.477447554382643e-33
DBF4,12.31658,0.7348883,7.37564919206523e-35,1.7066161667523382e-33
CREG1,12.292251,0.52070105,9.96911738281553e-35,2.3031217338248187e-33
OBP2B,12.289459,2.404209,1.0319378343807388e-34,2.3821900333573375e-33
PTPN2,12.284882,0.5475439,1.0920504410495927e-34,2.517049284009887e-33
MIS18BP1,12.283465,0.7226652,1.1113398701746707e-34,2.5595250472427177e-33
DCBLD1,12.273555,2.107809,1.2561408183781855e-34,2.884079919138115e-33
CDC20,12.273474,1.2875348,1.257410792461725e-34,2.8847681398352216e-33
COL18A1,12.266919,2.1189158,1.3634244727017723e-34,3.123166398061771e-33
CDC5L,12.252756,0.6239597,1.6238205884023047e-34,3.7167865708210715e-33
PDXK,12.251862,0.5290873,1.6418362395164375e-34,3.755132069964787e-33
C10orf10,12.250747,1.738881,1.6645565745795385e-34,3.801248896464932e-33
GNG4,12.249474,1.9728559,1.6908901379763934e-34,3.858421832114513e-33
PLOD1,12.246368,0.8423984,1.7568872109702215e-34,4.005945356117914e-33
ZCCHC6,12.233532,0.774514,2.0579310526948555e-34,4.681596326685244e-33
ROR1,12.223723,5.571713,2.3220007214894293e-34,5.274258781668847e-33
TFCP2L1,12.221006,1.8660493,2.400936118812437e-34,5.449391879438946e-33
CD109,12.218729,2.2968714,2.4691487934149836e-34,5.599939059848033e-33
EMP3,12.210828,2.1998963,2.721057353301351e-34,6.161858209117218e-33
LACTB,12.195171,0.9272675,3.298078394832372e-34,7.440194606490965e-33
GOLIM4,12.189121,0.78125876,3.55230401185863e-34,8.007631173964568e-33
SBNO1,12.188738,0.5684159,3.5690552137393025e-34,8.039296868947779e-33
RRP1,12.170871,0.69168633,4.443173303671314e-34,9.993106795617185e-33
TRIM69,12.168181,0.8357217,4.591979744209436e-34,1.031997987411785e-32
PRKRIR,12.154116,1.0112153,5.454907088573919e-34,1.2250056832671325e-32
ACAA2,12.151574,0.66786927,5.627130773856775e-34,1.2627281456534604e-32
OSBPL3,12.14673,2.333031,5.970566591254728e-34,1.3387847395005794e-32
PVT1,12.137296,0.7880151,6.700379972375542e-34,1.4979127648018194e-32
POLR3D,12.114086,0.91973513,8.894964935785508e-34,1.9825636614371102e-32
ZC3H12A,12.101677,0.6352138,1.0347606639997735e-33,2.3046096496408437e-32
SEH1L,12.101191,0.70384926,1.0409013075504648e-33,2.3165507917214047e-32
SMCO4,12.085859,0.5808902,1.254517780336321e-33,2.785704045014177e-32
STK32C,12.084149,0.7078717,1.2808921047669593e-33,2.842146638137015e-32
ACSL5,12.082858,1.8917202,1.301165095211889e-33,2.88497701535683e-32
CDH11,12.079288,5.2411013,1.3589224586728635e-33,3.010792955567828e-32
FSTL1,12.075118,2.2530057,1.4295832513949497e-33,3.164988742645274e-32
NOL10,12.071767,0.7405585,1.4890165380186176e-33,3.294116720603241e-32
TNFRSF21,12.067207,1.464395,1.5738533672700545e-33,3.4792105701888874e-32
STEAP3,12.065556,0.6884501,1.605743168956392e-33,3.5444366475560804e-32
FAS,12.045651,2.6151674,2.0445480398117348e-33,4.506341502425672e-32
SH3BP5,12.041515,0.70138234,2.1496939668354497e-33,4.7345815345124765e-32
ADSL,12.035442,0.55559355,2.313906187646632e-33,5.0924776223018e-32
PDLIM2,12.034683,0.7965412,2.3352897185598563e-33,5.135737367007412e-32
ACYP2,12.030065,0.6267645,2.469686394294267e-33,5.423278106466133e-32
TBC1D4,12.017968,1.092128,2.859140258003947e-33,6.26000127328655e-32
CDH13,12.014359,5.6502204,2.9867522021234653e-33,6.534591848840103e-32
TNC,12.011632,1.4062052,3.086922362471227e-33,6.743825319864584e-32
IFI44L,12.0113945,1.9650809,3.0958097067949446e-33,6.758275331287378e-32
GCLM,12.005339,0.7952818,3.330968437782025e-33,7.266301141641448e-32
SCFD1,11.997944,0.5849308,3.6423221095327264e-33,7.933858115951396e-32
SMIM10L1,11.993484,0.5144947,3.843926331751234e-33,8.360750667297691e-32
TULP3,11.987768,0.8223169,4.118532269895089e-33,8.95148537871277e-32
CCNY,11.981741,0.893904,4.429244939647504e-33,9.61275472923644e-32
EXT2,11.979382,0.8774828,4.557112238311253e-33,9.875846806246973e-32
HNRNPLL,11.979152,0.5641941,4.569774813296078e-33,9.896075347686255e-32
FOXN2,11.975749,1.9939758,4.7611717586850615e-33,1.0303050938936168e-31
CXCR4,11.975195,1.3823019,4.793122291644468e-33,1.0364647643451998e-31
MDH1,11.968375,0.5011274,5.203796041905252e-33,1.1236344786780599e-31
TACC1,11.968267,1.670892,5.2105327231694305e-33,1.1242726375761733e-31
POLR2C,11.968204,0.5089524,5.214546763977075e-33,1.1243228349044985e-31
GOLT1B,11.9504385,0.53126496,6.458360067766755e-33,1.3874741321886485e-31
NAV2,11.949554,1.0265956,6.527455645959942e-33,1.401305694738823e-31
WDR4,11.945886,1.430799,6.821945701975398e-33,1.4634697803523414e-31
CHST3,11.94127,2.408101,7.21139058992235e-33,1.5458996136276945e-31
SIRT7,11.937694,0.5221636,7.528177697245125e-33,1.6126463074365223e-31
DNM1L,11.936122,0.61507833,7.671774226770421e-33,1.6422236363179621e-31
PPME1,11.916227,0.5100268,9.74209496629088e-33,2.0838971916023505e-31
SLC25A32,11.91273,0.68261003,1.0159486715373494e-32,2.1716176743939618e-31
PRTFDC1,11.909791,3.5536554,1.0524069537032067e-32,2.24631844612042e-31
RBM26,11.905274,0.61784613,1.1109731874180223e-32,2.367925862473122e-31
MRPL12,11.893728,0.88892174,1.275814862278956e-32,2.7173211533051723e-31
POLD3,11.887652,0.92441106,1.3720908369913326e-32,2.918195769403669e-31
BRIX1,11.883268,0.54215604,1.446001833751269e-32,3.073193175334273e-31
NFATC3,11.869762,0.8394543,1.699501149034064e-32,3.6093762617307013e-31
TLDC1,11.859625,1.1513499,1.9183332815023587e-32,4.071220803633807e-31
UNC5B,11.8580675,1.787944,1.9543283816990564e-32,4.144653764126822e-31
AKAP8L,11.856526,0.7939311,1.9906295432877934e-32,4.218630663619099e-31
ASB1,11.856228,1.1132548,1.997750227987988e-32,4.230705664442084e-31
GBP2,11.855289,0.9704277,2.0202505661890304e-32,4.2753103262988215e-31
DHX38,11.83958,1.2588954,2.4367168923551e-32,5.145660750027996e-31
PAPSS1,11.82708,0.55177826,2.8280947290516087e-32,5.9636695446022324e-31
GMCL1,11.809182,0.56800276,3.499489926060331e-32,7.369003822347863e-31
C9orf85,11.806161,1.0700703,3.6275028644158706e-32,7.6223705065496165e-31
CHMP4A,11.80131,0.90264904,3.842856053768811e-32,8.069183548496332e-31
MRC2,11.791282,4.104591,4.3290296645628246e-32,9.08246071197952e-31
CXCL3,11.791233,3.328872,4.331527020343376e-32,9.08246071197952e-31
PARD3,11.787412,0.90984875,4.5325809058645064e-32,9.490649864371082e-31
TPP2,11.777796,0.6305306,5.080447400129415e-32,1.062285109339296e-30
ST8SIA1,11.777039,3.3652205,5.12624597049965e-32,1.0711080213694034e-30
ASNS,11.773149,1.2349339,5.368290032418068e-32,1.1201078423430627e-30
LPCAT4,11.760759,1.2096225,6.217292813804804e-32,1.2927186519780296e-30
TP53I3,11.752382,0.87195736,6.865541860352027e-32,1.4255108668564722e-30
EPAS1,11.740956,0.8604924,7.859239818053954e-32,1.6295591179232792e-30
CNKSR3,11.735469,2.0819373,8.386054064559292e-32,1.736368701264216e-30
PTTG1,11.733403,0.7179036,8.5932697356966e-32,1.7780354144152193e-30
FAHD2A,11.730303,0.64194477,8.913931437612405e-32,1.8431009974584815e-30
ERF,11.728158,0.8603559,9.142647472322729e-32,1.8890780909977185e-30
DPH2,11.724889,0.828145,9.50256881011294e-32,1.9607208773843722e-30
AKAP8,11.712489,0.8112922,1.1000207848706746e-31,2.2618892113803435e-30
FKBP9,11.699877,0.6014173,1.276380737753319e-31,2.6208997566035517e-30
TSPYL5,11.69831,1.4476444,1.3001659476166294e-31,2.6678974548298992e-30
YARS2,11.689903,0.87069815,1.435501136494642e-31,2.9415406816950507e-30
TUBA1A,11.67779,0.5612482,1.6554418145411714e-31,3.38989335204908e-30
SLFN5,11.657724,1.487464,2.095690941891797e-31,4.2825552422865146e-30
POLR3G,11.649895,2.52758,2.2974226997816275e-31,4.6883506611260896e-30
TEX261,11.640897,0.96656585,2.5531542879860507e-31,5.20664859017073e-30
ATG4B,11.640189,0.55854535,2.5744387939482674e-31,5.2464556998261706e-30
LGALSL,11.637965,1.4957477,2.6424412080603583e-31,5.377666286054663e-30
MRPS22,11.627546,0.5556959,2.9855525878729383e-31,6.0676305601658295e-30
MLXIP,11.615883,0.89086455,3.422341439748181e-31,6.950579100275457e-30
APOPT1,11.599215,0.60520136,4.158774551434117e-31,8.440467149337243e-30
MFAP2,11.592367,1.6345016,4.505093998174206e-31,9.130876608569439e-30
CALHM2,11.576624,1.5900458,5.4136561722845825e-31,1.0957402244420525e-29
NRP2,11.573916,4.901401,5.587257997570174e-31,1.1301084492636326e-29
METTL8,11.572733,0.67142534,5.664883235358066e-31,1.1450304094962704e-29
FBXO2,11.564267,1.2718774,6.252272585558616e-31,1.2611860297585776e-29
INO80,11.56382,0.7571027,6.28493800603027e-31,1.266915672768122e-29
ZIC1,11.560055,3.4570425,6.566687745452615e-31,1.3219182581959552e-29
GNB5,11.556515,0.93187547,6.843028492113041e-31,1.3758484527429745e-29
EHD2,11.556504,1.7345833,6.84384307539387e-31,1.3758484527429745e-29
PLA2G7,11.555862,4.48704,6.895151169491148e-31,1.3852265521789212e-29
TFAP4,11.547067,0.7483781,7.638269622356547e-31,1.5334819087206428e-29
FAM208B,11.545541,0.5506511,7.775059051825829e-31,1.5598908960049754e-29
TRIM56,11.542494,0.57563883,8.055496088428918e-31,1.6150644989700403e-29
PI3,11.538811,3.2391257,8.407949711417698e-31,1.6845927814661888e-29
TRIM2,11.526204,1.1354877,9.734174830125511e-31,1.9476865425580203e-29
TRMT1,11.516419,0.55572265,1.0904918541763655e-30,2.1804703631624663e-29
FERMT2,11.512432,0.6415442,1.142118021445711e-30,2.2806309692172818e-29
SHMT2,11.508273,0.6334784,1.1985468560101217e-30,2.391704273137513e-29
STRN,11.497261,0.7846328,1.361679791082598e-30,2.7154141668852373e-29
CDCA4,11.485909,0.72157145,1.5529276041847175e-30,3.0947182610740086e-29
PTAR1,11.482009,1.0377477,1.6246159156295366e-30,3.233246654579184e-29
STK24,11.466386,0.6322439,1.9461919641635105e-30,3.8603152548681555e-29
TBC1D5,11.459044,0.60249496,2.1183882421758717e-30,4.190687798044923e-29
GNAQ,11.457856,0.5885094,2.147656437650362e-30,4.245762557224616e-29
BICD2,11.447335,1.0702777,2.42486314785463e-30,4.784237290986179e-29
SORBS3,11.446067,0.6395549,2.4605791831879948e-30,4.8514854677538897e-29
EXOSC3,11.443823,0.53895557,2.5250871347118113e-30,4.975375465631961e-29
SULF2,11.432967,1.1850001,2.8616092473435572e-30,5.627263740163094e-29
RRAS,11.426102,0.71440953,3.0970443409908295e-30,6.082194147336878e-29
INTS6,11.422096,0.50894815,3.243173169560657e-30,6.364968174953599e-29
GABRP,11.419806,3.0718427,3.329782630451611e-30,6.530635023167398e-29
CD276,11.4173565,0.75549114,3.424925521446179e-30,6.712808868105421e-29
KLC1,11.415846,0.62817645,3.48496075878139e-30,6.82597748622181e-29
PIM1,11.414312,2.2231615,3.54697862726778e-30,6.94287791471711e-29
LINC00839,11.413709,5.1427684,3.571671384069331e-30,6.986612188324567e-29
NTRK2,11.413581,4.12285,3.576924762213993e-30,6.992288228462108e-29
CHRM3,11.386558,5.511908,4.878834852264826e-30,9.499829512926659e-29
TMEM39B,11.379864,1.2886015,5.2682091881949715e-30,1.0251286897421538e-28
TSR1,11.377042,0.61049473,5.441443245552036e-30,1.0581454023544713e-28
RHBDL2,11.37503,1.4493307,5.5683753498024864e-30,1.0821209429782832e-28
CALML5,11.371275,0.66995835,5.813216940692505e-30,1.1289639405461154e-28
AREG,11.366439,0.8035264,6.144362636056171e-30,1.1917177707622839e-28
LINC01436,11.355082,5.092687,6.99742470177183e-30,1.3560378488883228e-28
FAM189B,11.3550415,0.77696747,7.000699889158765e-30,1.3560378488883228e-28
B3GNT5,11.328378,1.6177415,9.494652187429197e-30,1.830768440264801e-28
ZBED6,11.321699,1.3402965,1.0246653926055552e-29,1.9744897030681125e-28
ALKBH2,11.305504,0.5672393,1.2324530007253761e-29,2.3718139204250882e-28
RAB30-AS1,11.302323,0.6942108,1.2779125313774258e-29,2.4577084925902333e-28
SYNM,11.298283,3.2982686,1.3380953777281598e-29,2.5701285443146885e-28
SMIM3,11.29089,1.4928681,1.4555515091570804e-29,2.7921234207591916e-28
DIXDC1,11.288186,0.868894,1.501030636492465e-29,2.875653602759695e-28
SLK,11.283209,0.55588067,1.5884402843031185e-29,3.0391953007197313e-28
UBAP2,11.269388,0.64495885,1.8585727137748574e-29,3.551474453641892e-28
AEN,11.265249,0.96839494,1.9479913879218771e-29,3.7151781871123265e-28
DOCK7,11.263023,0.7818089,1.9978502082453018e-29,3.80782565652292e-28
MED17,11.261829,0.75007045,2.0251021532271764e-29,3.854824732516238e-28
TSR3,11.260492,0.52462775,2.0560600564836445e-29,3.9112497542820345e-28
ABCF2,11.259731,0.6522134,2.0739090954376027e-29,3.942681530348225e-28
KCTD9,11.253942,0.903724,2.2146946433734923e-29,4.20226648573223e-28
SETD6,11.252919,1.1595585,2.2405246676280096e-29,4.248566322868852e-28
RBBP8,11.246577,0.5338263,2.407546460441482e-29,4.562369592626296e-28
CD3EAP,11.244087,0.7448965,2.476443030416991e-29,4.689941440980152e-28
RBPJ,11.243395,0.6155795,2.4959578891862693e-29,4.7238902558354765e-28
CKAP4,11.241951,0.64936703,2.5371358988409285e-29,4.798769826987107e-28
RAB34,11.2366085,0.76739675,2.695402279268443e-29,5.094875776826994e-28
BCS1L,11.235212,0.7631787,2.738337798512982e-29,5.172744457635736e-28
PIEZO1,11.235028,0.87085545,2.7440500363953547e-29,5.180243792517021e-28
REV3L,11.234844,0.6920333,2.749774097709413e-29,5.187755916700125e-28
FLNA,11.219326,0.7655273,3.27757618707305e-29,6.167859036091329e-28
DAB2,11.214971,1.7998457,3.4430038574298706e-29,6.470975581097494e-28
RNF166,11.209045,1.8118465,3.6814136713622196e-29,6.9103202456195e-28
KATNA1,11.206093,0.7354826,3.806250371741279e-29,7.1356394894693225e-28
COL3A1,11.201842,3.7623417,3.9934052057312475e-29,7.477072857809017e-28
ADPGK,11.199718,0.6470473,4.0903192656186074e-29,7.644089423295918e-28
ADAM17,11.196347,0.6799715,4.248958642406367e-29,7.930589285289926e-28
OVOS2,11.19491,2.4948618,4.318392566663248e-29,8.055129622622231e-28
AAED1,11.193686,1.2935026,4.378459882045801e-29,8.162053145634345e-28
FOXK1,11.19214,1.2163775,4.455513857602988e-29,8.300488316297596e-28
CXCL2,11.188364,1.936742,4.649325603441363e-29,8.645303199945093e-28
BAZ2B,11.174594,0.53740156,5.429796960384498e-29,1.0077662485837221e-27
RIOK1,11.167462,0.6488622,5.883767987708656e-29,1.0913416941892792e-27
EPB41L2,11.160457,1.8976017,6.366396701438752e-29,1.179389863700177e-27
SMIM20,11.160089,0.5755133,6.392810530507232e-29,1.1835456756137704e-27
CYB5R2,11.1383915,1.3485872,8.157908344122084e-29,1.5047089875668853e-27
ASF1A,11.1358,0.5544803,8.398753009081771e-29,1.5481718736455566e-27
STEAP1,11.1242485,0.58569175,9.560778291277775e-29,1.7580124980492397e-27
GTPBP3,11.116844,0.63233876,1.0388228098479712e-28,1.907802260976512e-27
MANF,11.114377,0.5292388,1.0679330112350943e-28,1.9588434437417063e-27
ZC2HC1A,11.105356,1.1276534,1.1814487577784337e-28,2.1630551671814145e-27
RGS2,11.097488,1.3300442,1.2901806311438824e-28,2.3592214456212214e-27
CREB5,11.092441,4.7467103,1.3651185719415347e-28,2.4947185310103044e-27
ASCC1,11.08919,0.7276665,1.41565227221796e-28,2.5854784404088826e-27
ATP13A3,11.086715,0.58976287,1.4553483134292752e-28,2.656345696942458e-27
MAP2K1,11.082799,0.53191185,1.520441382498863e-28,2.7717525215106493e-27
